climate,inequality,human rights,gender,lgbtq,european union,immigration,health,misinformation,hate speech
66,41,44,67,44,44,37,49,66,41
21,51,37,58,64,41,41,43,39,43
51,36,37,16,64,35,41,60,31,33
21,60,58,58,28,35,76,57,41,51
51,80,44,53,80,42,41,49,55,84
51,22,38,44,28,62,27,53,59,42
73,83,38,60,28,32,51,73,67,39
21,51,37,70,28,48,48,73,38,42
49,51,44,20,44,47,51,33,37,48
21,37,44,58,44,48,27,34,34,38
21,70,14,40,44,44,76,47,54,34
49,37,55,40,38,32,37,44,63,34
66,55,44,20,64,53,51,85,46,70
88,36,58,54,38,42,51,60,51,49
51,60,37,60,38,53,68,22,34,51
49,36,44,62,44,62,51,50,47,49
51,66,55,16,80,41,41,59,71,51
51,41,55,70,44,42,57,85,40,51
68,41,38,40,44,48,48,55,41,30
69,41,14,54,80,47,48,44,72,50
49,60,44,53,74,62,47,44,45,51
21,41,14,53,44,62,37,51,40,90
21,19,55,16,44,53,51,33,47,51
68,55,44,19,64,48,57,50,55,51
69,55,58,54,74,44,37,64,69,38
21,55,44,40,74,41,68,53,48,49
51,51,58,16,44,42,57,68,45,49
49,70,58,70,74,41,76,53,36,76
49,41,58,44,74,48,53,27,40,27
88,37,44,40,44,62,41,43,42,25
21,60,44,16,38,48,57,67,45,51
49,66,44,19,64,47,25,47,51,25
73,55,44,58,44,62,41,55,48,51
66,51,14,58,64,47,57,49,66,34
73,51,44,58,74,41,56,50,50,49
51,41,38,40,44,35,40,44,47,49
73,51,44,16,64,35,56,50,33,49
21,41,58,27,74,25,47,46,50,49
21,60,55,54,44,47,41,30,40,49
49,19,44,40,38,47,41,90,40,50
51,41,14,20,44,35,27,48,48,48
49,51,44,58,80,37,48,50,34,42
66,83,14,19,74,53,51,54,41,90
21,60,37,58,44,53,51,72,50,69
49,22,44,58,28,41,47,72,45,35
68,83,14,54,74,32,56,50,42,44
70,41,44,54,74,48,68,53,42,43
51,41,38,44,44,53,30,54,42,38
51,80,37,16,38,53,41,54,83,30
68,41,55,58,64,42,51,38,36,82
49,66,44,70,38,48,68,54,67,51
21,39,58,40,38,42,53,50,36,44
66,66,37,44,44,62,68,55,48,38
21,66,37,60,44,48,25,29,80,30
73,37,14,40,44,53,56,53,46,90
21,51,14,40,44,53,41,35,47,41
51,41,55,40,80,53,41,48,57,49
69,55,55,58,80,53,56,59,34,87
49,51,44,44,44,48,68,85,38,43
51,41,38,44,80,62,51,45,34,82
88,39,44,44,44,25,41,47,57,49
73,55,44,66,38,48,68,43,57,41
88,55,37,44,44,62,57,55,47,79
73,66,14,58,38,44,68,44,34,79
49,51,44,19,74,53,47,64,34,49
51,19,44,58,28,41,51,38,50,44
21,36,44,70,28,35,53,43,56,51
70,51,44,44,64,48,58,39,54,44
68,22,44,54,64,47,57,54,38,90
51,80,44,58,38,62,48,57,34,27
49,41,44,40,44,41,27,29,42,48
51,41,55,20,38,44,48,29,57,90
49,41,14,62,28,53,40,71,33,40
21,19,44,20,44,62,37,59,45,44
49,83,44,58,64,32,40,57,41,48
49,39,58,80,38,62,58,53,42,51
49,37,58,62,74,62,56,50,69,51
69,51,14,54,44,53,47,38,54,42
66,51,58,58,44,25,40,40,57,51
21,83,55,19,44,53,48,53,38,51
49,36,38,51,44,48,56,53,67,82
69,39,58,16,80,48,51,41,52,90
49,41,58,53,74,53,47,50,40,82
21,55,44,19,64,62,58,48,83,49
51,36,55,58,28,25,40,50,56,49
21,60,55,58,44,53,40,46,42,84
49,41,14,70,38,47,48,43,55,48
49,51,38,64,64,41,48,53,38,50
66,51,44,60,80,62,47,39,59,82
21,37,14,20,80,62,47,57,55,42
69,60,37,40,38,35,53,55,40,79
73,51,44,44,44,62,47,48,38,33
51,51,44,58,28,37,27,43,57,35
21,70,58,62,64,48,47,50,48,90
88,37,38,66,74,62,51,54,66,40
21,55,58,58,44,62,30,60,62,49
49,55,44,70,80,44,41,59,57,48
21,41,37,40,38,41,56,43,31,84
49,36,38,54,44,48,56,44,52,51
69,41,58,53,80,48,37,73,36,49
21,41,38,58,64,25,41,49,47,36
49,22,55,53,74,37,48,50,52,42
49,55,14,40,80,32,51,41,36,34
21,19,44,44,28,53,58,53,66,50
49,19,55,44,44,41,25,85,57,51
49,41,44,40,38,62,41,72,38,42
21,36,58,54,74,53,47,41,55,76
49,41,55,16,44,48,51,38,55,49
21,51,14,69,38,25,58,55,40,49
49,55,38,66,38,32,53,55,71,41
69,70,58,44,38,53,25,44,47,36
21,55,14,54,28,62,48,37,40,38
21,41,37,20,44,53,40,57,55,49
21,70,44,58,44,35,56,49,40,44
21,39,38,54,44,48,25,55,45,40
49,39,38,19,28,44,51,38,50,76
51,37,58,60,28,35,41,43,57,38
21,51,44,40,80,48,40,36,37,25
49,66,44,58,64,42,48,54,34,51
51,41,44,51,44,53,25,49,47,76
49,60,44,54,38,62,25,50,54,51
49,60,44,53,44,44,57,47,42,87
49,41,14,64,44,53,41,54,59,87
49,51,44,64,44,32,25,64,38,77
51,83,14,58,44,62,51,49,37,49
73,41,44,40,44,35,56,72,63,38
66,41,58,51,80,62,53,44,47,44
51,55,37,58,38,62,53,60,31,51
51,55,44,64,64,44,40,49,48,49
69,41,37,16,74,32,41,49,47,49
49,36,44,44,44,62,51,37,40,49
88,55,38,27,44,53,58,90,36,51
51,41,58,80,74,44,48,40,36,51
71,41,58,83,44,48,68,48,46,44
73,41,44,44,38,48,51,43,47,42
51,22,55,53,38,25,68,43,48,84
21,66,55,58,74,25,51,43,51,42
51,51,55,16,38,42,48,40,42,40
51,51,44,60,44,62,76,38,58,90
49,36,38,27,80,48,41,53,71,38
49,66,44,54,44,48,41,55,46,51
68,51,44,54,44,47,53,48,47,49
71,41,55,44,44,53,48,60,56,81
49,39,37,19,38,32,57,37,56,51
66,51,37,54,28,53,41,38,40,50
21,41,14,40,44,25,68,53,38,49
51,41,44,62,28,62,58,60,58,38
51,22,44,20,44,53,58,90,63,36
51,55,44,20,74,42,41,36,47,34
51,83,55,40,38,48,76,37,42,41
49,60,44,54,64,37,68,44,50,38
21,51,38,58,44,47,48,49,47,49
49,80,44,54,28,53,47,44,56,83
51,55,38,19,38,62,57,71,51,49
70,80,44,80,44,48,51,54,61,42
49,60,58,51,74,62,48,67,62,43
49,41,38,64,44,25,40,40,40,34
49,60,37,58,28,47,48,55,34,51
21,80,14,19,38,42,48,49,55,82
49,80,58,51,74,37,25,44,51,34
66,41,14,54,44,53,27,59,41,49
21,41,44,27,38,35,48,55,39,25
21,70,58,58,74,48,40,36,57,40
49,60,44,60,28,62,53,55,55,42
21,55,37,40,44,47,76,72,50,32
49,55,44,80,28,44,25,38,40,40
21,55,38,54,38,62,53,43,62,84
68,22,55,58,64,44,57,44,66,69
21,22,37,27,80,47,57,41,40,70
68,51,58,60,74,53,53,48,51,74
21,19,38,40,28,62,25,57,50,49
49,41,37,40,64,42,27,50,33,41
49,41,58,60,74,48,56,72,45,49
70,51,44,20,44,32,47,46,46,90
51,19,58,40,44,53,41,44,57,82
21,66,44,80,38,47,48,38,57,25
49,55,38,58,80,62,40,60,40,51
51,55,58,27,80,62,27,22,66,87
51,51,14,54,28,35,57,49,42,40
51,55,44,16,28,32,27,44,54,44
51,83,55,44,44,53,57,41,33,42
69,55,55,54,38,53,40,41,47,30
51,39,55,20,44,25,40,71,69,42
51,60,55,16,38,53,76,44,36,33
49,55,55,60,44,32,53,40,62,69
21,41,37,20,28,48,27,43,55,49
51,41,55,44,28,48,68,46,59,34
70,41,55,40,64,35,40,40,49,27
74,55,55,40,44,48,48,49,38,41
51,60,44,20,64,37,53,46,33,40
68,51,14,62,28,53,48,71,41,42
21,55,44,58,44,35,41,35,40,38
66,83,44,19,44,48,53,43,50,50
51,60,58,58,28,32,41,46,45,41
49,70,38,62,74,42,58,29,47,42
49,55,37,83,74,25,40,50,40,51
49,83,44,19,44,53,48,43,40,51
51,51,44,58,80,48,41,49,47,51
49,51,58,58,74,53,56,45,47,76
49,66,44,54,44,62,58,55,73,25
21,41,38,58,44,41,47,55,41,74
21,41,55,66,44,35,51,85,46,49
49,55,44,20,74,35,53,72,42,50
49,51,44,27,64,44,37,55,57,49
68,19,14,58,64,35,68,40,56,62
66,55,44,58,44,25,68,54,40,51
51,55,14,69,28,42,25,53,52,44
49,39,44,83,44,44,51,50,42,38
51,55,58,67,38,37,56,43,57,33
49,22,37,58,64,48,76,39,51,42
21,55,44,16,44,62,47,68,51,48
51,60,44,27,44,53,47,59,38,51
70,37,44,16,28,41,58,49,63,44
74,22,55,40,64,62,51,73,42,50
49,80,44,64,38,44,57,33,42,44
49,51,38,60,74,53,47,55,58,33
49,36,44,44,44,37,40,35,47,37
70,19,38,67,44,62,41,53,69,34
51,70,37,40,44,41,47,55,39,41
21,55,37,54,38,25,48,43,54,83
21,41,55,58,74,47,41,48,56,51
49,41,44,54,64,35,25,44,38,51
21,66,55,54,28,32,58,29,34,42
51,41,55,69,38,48,47,55,48,30
51,80,14,40,44,53,76,55,55,33
21,70,44,54,64,53,76,43,61,50
49,36,58,19,44,47,57,39,47,50
51,41,37,69,38,53,76,46,47,33
21,55,58,51,38,53,48,43,69,90
21,51,44,58,28,62,30,73,40,48
71,41,14,58,28,48,76,43,55,33
74,55,44,53,38,42,58,43,54,82
88,19,37,27,38,53,47,59,59,44
51,51,44,60,80,62,51,43,56,81
21,60,14,54,38,53,47,29,63,44
74,41,58,54,44,53,56,49,55,34
49,55,38,20,28,42,25,35,41,36
51,83,38,54,64,53,37,41,47,51
21,39,58,53,74,53,51,44,37,40
49,41,58,58,28,44,40,35,36,51
68,51,14,27,38,37,40,43,45,51
21,51,37,19,44,48,57,54,50,49
51,55,14,40,28,32,47,45,57,87
49,55,14,66,64,48,68,48,45,76
70,55,55,19,44,53,41,40,48,33
69,51,44,54,38,53,68,50,51,38
49,51,55,40,74,62,57,54,42,49
51,41,44,44,80,48,76,40,51,49
51,36,55,40,38,62,48,71,42,38
49,41,55,66,64,41,47,45,40,51
49,41,58,53,38,62,47,27,62,42
69,51,44,40,28,53,41,50,45,51
49,22,55,51,44,37,47,53,56,51
51,55,44,53,74,53,37,60,51,51
51,41,55,20,28,62,37,44,50,51
51,51,44,70,28,41,40,49,40,42
21,51,58,44,64,48,47,73,59,25
49,80,55,60,44,44,76,53,41,50
21,39,44,60,38,48,56,54,48,34
51,22,44,58,44,53,56,50,40,69
49,41,55,20,38,62,40,53,50,48
21,41,38,70,64,37,25,64,42,41
49,41,58,60,74,35,58,55,51,44
68,41,37,54,44,62,37,53,62,44
21,60,44,58,38,62,51,53,40,81
21,41,44,54,74,44,76,41,63,44
51,51,44,54,74,53,30,44,46,82
21,70,44,58,28,32,41,50,46,36
49,80,14,58,44,37,53,57,51,40
68,55,58,83,44,32,56,43,41,51
51,51,55,40,74,47,48,41,36,83
21,55,55,58,28,53,37,41,47,48
68,41,38,69,44,42,27,55,58,82
88,66,14,44,28,47,48,59,51,51
21,80,44,27,80,47,40,54,62,49
49,51,14,19,64,62,40,60,69,51
74,41,38,19,44,47,40,47,62,40
71,37,44,40,44,53,40,49,40,50
51,36,55,51,74,53,76,59,47,51
51,51,55,58,28,53,47,48,46,33
49,19,38,58,28,48,68,43,67,82
21,36,38,19,28,53,58,36,51,44
74,41,58,54,44,35,51,59,51,42
49,22,58,64,28,53,40,55,50,49
21,19,44,53,44,62,53,60,45,38
74,41,44,58,74,53,27,57,55,50
49,60,44,40,44,44,47,22,34,35
21,51,44,51,80,62,40,27,40,33
51,36,44,58,28,53,40,27,47,44
51,41,38,64,44,41,47,35,41,87
21,70,58,20,80,53,48,49,42,51
49,41,44,40,64,53,47,48,47,49
88,55,55,40,44,62,76,55,63,51
51,70,37,58,38,62,57,55,48,84
49,70,44,70,38,47,47,40,40,69
69,51,44,58,44,62,76,85,40,79
51,51,37,60,80,62,51,81,42,38
21,55,37,20,38,48,41,71,56,49
51,55,37,16,64,35,48,44,70,77
49,41,44,40,44,41,68,51,56,87
51,51,38,66,44,37,41,64,55,83
73,60,37,53,64,62,51,45,55,50
49,41,14,20,44,47,37,47,42,38
66,80,55,67,44,42,51,81,38,49
21,55,37,62,44,62,30,72,41,39
49,55,44,16,44,53,76,36,47,49
21,41,14,58,64,53,37,90,42,38
68,36,44,66,38,48,30,57,55,51
73,41,44,60,28,62,53,41,57,42
51,41,58,16,28,53,41,22,62,49
49,51,44,58,44,32,76,60,40,76
21,80,55,83,28,53,58,71,22,25
51,41,55,58,38,48,68,47,42,36
51,39,38,20,28,62,48,41,66,49
71,22,44,58,74,62,48,38,42,42
70,60,58,54,28,53,51,37,54,25
49,55,14,44,80,62,76,60,51,36
21,37,55,40,28,47,30,59,42,51
51,51,37,27,28,53,58,43,42,51
21,22,38,27,38,41,37,60,46,43
51,36,14,20,44,42,53,50,83,36
21,70,37,40,64,48,53,44,57,82
49,51,44,19,44,53,76,68,40,51
51,39,55,53,64,53,41,51,46,69
21,60,55,66,38,48,40,60,40,44
51,19,58,54,44,41,47,36,67,49
21,55,37,80,74,35,68,39,56,38
51,66,44,60,38,37,51,59,50,79
70,37,14,54,38,62,47,44,73,41
49,60,58,19,28,48,30,45,62,48
66,51,14,19,28,47,53,55,50,82
51,66,44,54,44,53,41,41,51,49
51,55,44,54,44,53,41,54,46,38
51,41,55,27,64,44,57,48,45,51
49,70,44,58,44,32,58,43,51,51
49,51,58,66,74,53,76,29,42,82
49,37,38,20,74,35,53,59,46,50
71,55,55,58,44,25,56,60,72,37
49,51,55,54,44,32,40,34,80,90
49,41,58,54,80,62,37,55,72,36
74,51,44,40,64,48,47,55,50,83
49,55,58,58,28,42,56,43,40,42
49,55,44,16,44,42,76,37,55,49
49,51,14,53,28,32,53,50,51,51
21,19,55,58,38,53,68,46,62,30
49,41,44,58,38,48,76,41,57,42
49,22,44,58,44,62,57,44,40,39
68,55,44,51,28,32,47,55,41,87
49,39,58,40,28,62,68,41,51,38
51,60,44,54,38,48,37,50,57,51
51,55,37,40,44,35,40,60,62,49
71,51,58,27,64,32,41,44,54,70
71,66,58,58,38,48,57,54,57,51
21,55,44,83,74,44,41,36,45,40
51,39,55,44,64,48,68,85,45,40
21,51,38,20,44,48,37,55,51,82
51,55,37,54,28,44,37,49,50,51
21,51,14,58,44,25,30,55,50,49
49,39,44,58,74,48,41,36,51,49
49,51,44,40,44,41,47,64,34,36
21,41,38,51,28,41,37,43,57,49
49,41,14,54,64,35,53,55,57,49
49,51,55,40,28,62,41,71,57,42
49,39,55,44,44,62,53,30,50,37
74,41,37,53,80,32,53,43,41,49
73,41,44,60,38,62,68,47,57,41
49,70,38,62,44,25,40,53,46,43
49,51,37,66,74,32,57,53,46,84
71,51,44,40,64,41,58,45,33,49
21,51,38,58,28,35,56,57,47,84
51,22,14,58,64,44,47,55,59,49
21,41,38,70,44,53,25,50,57,49
51,22,55,64,44,35,40,43,48,44
49,41,44,58,64,48,56,71,67,82
51,41,14,40,80,35,58,54,70,83
21,55,58,58,44,25,68,34,47,50
21,51,44,60,44,42,41,37,40,48
21,51,58,20,44,48,53,57,55,36
49,19,55,44,38,53,40,59,51,35
21,51,38,40,44,53,68,85,57,51
74,39,44,53,28,44,76,51,47,34
49,41,55,27,44,48,53,48,59,40
21,41,14,16,44,44,58,35,57,38
21,55,44,58,28,41,48,44,55,44
21,55,37,19,64,53,57,60,55,76
21,51,58,58,44,44,47,47,42,70
51,51,14,60,38,62,57,57,64,51
74,66,14,83,44,35,53,57,46,51
51,41,38,60,44,48,27,43,47,42
73,51,14,70,38,62,48,49,51,81
51,19,55,19,44,42,25,37,33,69
88,83,44,70,74,35,48,53,41,51
51,41,55,53,74,53,68,57,55,42
51,51,37,27,38,47,30,29,47,51
49,55,44,53,80,41,51,53,51,51
49,19,38,44,38,62,58,53,51,44
49,41,14,60,28,25,58,55,64,49
49,22,44,58,28,53,68,44,38,82
21,51,14,27,28,48,68,53,46,48
49,37,14,54,44,48,53,41,56,82
21,37,55,19,44,53,27,54,36,44
51,55,38,64,44,48,76,36,50,84
49,55,44,40,80,53,58,59,50,51
21,55,44,54,38,62,27,44,57,44
49,55,14,64,38,42,41,64,40,51
70,51,37,60,44,47,57,43,40,44
49,51,44,20,38,41,57,67,40,44
51,51,44,60,44,37,47,59,46,37
51,39,38,80,44,62,48,85,71,38
51,41,44,60,38,53,53,53,47,49
66,51,44,40,44,53,51,60,47,84
66,55,58,83,64,53,40,44,36,49
73,51,44,54,44,47,68,55,48,50
49,83,55,44,28,48,51,27,64,48
49,51,58,60,38,44,68,53,50,49
49,70,38,54,64,42,76,46,57,39
51,22,55,67,28,62,56,48,42,51
88,51,14,54,28,62,47,54,56,49
68,41,44,70,44,62,48,39,48,44
49,55,44,69,44,41,76,49,73,49
21,19,55,58,44,62,58,47,45,49
51,37,38,40,44,25,37,60,83,48
49,41,38,58,44,32,76,49,34,35
49,51,44,40,38,37,30,81,42,49
73,55,38,40,64,41,53,37,57,35
71,19,44,27,80,48,48,55,52,70
88,41,58,20,74,48,56,53,40,90
49,60,55,27,74,62,48,72,66,49
49,55,14,27,44,62,68,64,80,27
49,55,44,20,44,42,27,41,59,48
51,55,14,60,28,62,40,53,51,82
73,51,37,51,44,41,53,71,66,50
21,51,44,60,74,44,76,81,41,51
71,39,58,54,38,48,40,55,58,48
49,55,58,40,38,48,30,45,41,82
49,51,44,67,64,48,68,51,70,42
49,22,44,69,74,37,30,50,42,41
49,37,44,54,80,53,40,55,33,51
88,80,37,58,64,53,51,40,63,79
71,22,38,54,44,48,53,36,57,42
49,39,44,60,44,37,68,49,48,49
51,41,37,54,80,44,47,59,50,38
51,55,14,20,28,62,40,43,69,50
49,51,44,54,64,53,48,51,64,40
21,55,44,67,44,62,57,46,54,43
74,19,14,58,38,41,53,33,40,51
68,55,38,51,44,62,53,50,70,44
49,19,37,40,38,47,68,90,73,62
51,51,14,53,64,62,48,53,40,51
73,51,37,54,28,44,37,53,67,25
70,83,44,69,44,62,47,54,50,49
51,55,44,54,28,41,58,46,54,35
49,60,44,19,64,48,41,54,34,51
49,51,37,58,44,48,57,22,73,40
66,41,37,58,80,37,76,44,57,27
70,41,14,20,64,48,56,55,42,51
51,41,44,60,44,37,41,44,50,49
21,51,58,67,38,48,68,71,51,43
49,37,14,16,44,47,47,54,36,51
71,51,44,54,38,62,41,47,51,36
74,41,55,19,74,48,57,41,40,48
49,51,44,69,44,35,68,44,42,48
51,55,14,64,64,62,40,38,55,41
21,55,37,19,28,62,68,43,36,41
71,36,58,58,44,62,68,59,70,49
21,55,55,66,28,42,30,54,40,42
21,41,55,58,44,44,48,81,42,44
73,70,58,40,74,62,40,48,46,79
49,51,38,40,28,62,40,81,47,25
49,66,58,58,74,42,58,43,48,38
69,39,44,67,44,42,47,27,50,50
51,51,44,64,44,25,68,35,57,50
49,55,37,64,64,44,25,40,46,49
21,55,55,58,64,62,58,40,41,69
51,41,14,58,44,42,68,85,38,51
51,80,44,44,44,41,27,35,36,48
74,51,38,27,44,44,76,49,42,49
51,41,55,58,44,62,41,40,51,77
51,55,44,58,44,25,25,57,42,43
51,51,38,16,44,53,48,59,52,87
21,80,44,60,44,48,41,55,40,76
69,80,38,44,44,62,76,54,56,42
21,55,58,53,38,53,51,90,67,49
21,51,44,16,80,48,41,39,34,49
73,41,55,58,44,62,48,72,64,48
49,80,14,66,44,48,53,43,36,51
51,55,58,40,74,62,56,49,38,74
49,41,55,16,44,62,58,49,67,49
51,37,44,16,80,62,25,50,46,76
66,55,55,64,38,41,48,60,34,74
68,55,58,19,44,32,48,44,45,82
21,41,58,54,28,42,58,40,45,44
66,55,44,64,44,41,37,55,47,33
49,39,14,83,28,25,57,36,42,42
51,41,44,40,38,42,47,35,45,70
51,41,44,40,44,41,56,47,47,42
51,66,38,53,38,44,57,60,40,44
49,41,14,60,44,62,48,36,73,49
49,19,38,60,44,53,76,53,38,51
71,55,37,64,38,62,76,38,42,81
51,55,37,19,44,35,68,50,47,35
51,55,55,54,74,41,51,55,45,41
51,80,44,27,38,35,37,44,57,34
51,70,58,58,44,47,37,36,57,34
49,66,44,54,38,53,40,68,64,51
49,41,44,54,64,32,40,53,45,51
71,70,44,54,44,48,76,27,57,49
49,51,44,58,44,42,48,49,51,74
51,60,55,19,38,42,30,73,47,69
21,41,58,44,28,53,48,71,40,51
70,41,38,66,64,35,47,50,33,84
88,41,58,40,28,62,30,47,50,49
69,36,58,27,38,47,27,48,42,69
88,41,44,44,80,42,56,41,33,40
51,41,44,60,44,32,48,54,42,49
73,36,44,66,80,53,56,41,49,51
51,51,44,20,28,37,76,50,48,81
51,80,44,58,28,42,48,55,54,69
49,60,44,44,38,37,37,47,42,62
51,36,55,66,44,47,40,46,40,36
51,55,44,27,38,62,48,46,61,49
49,41,37,16,38,42,57,44,42,49
21,41,55,44,44,37,53,53,31,51
71,51,38,67,28,53,76,55,33,49
49,39,44,80,28,48,76,59,57,44
51,51,55,51,28,41,56,36,52,48
51,55,58,40,64,62,47,36,38,90
49,39,44,20,44,25,27,54,41,41
51,55,55,20,28,62,40,33,49,42
49,55,14,44,44,62,41,48,40,48
49,55,37,58,64,25,53,90,45,51
49,37,37,20,80,53,58,57,40,82
21,41,55,44,44,48,68,38,34,41
49,22,44,40,28,41,40,55,46,90
21,51,44,58,44,47,41,51,38,76
49,51,58,19,44,62,37,33,58,49
51,55,55,19,44,41,53,55,42,50
49,41,58,54,28,53,48,59,59,38
69,55,44,54,44,62,37,60,55,62
21,41,58,27,28,25,68,43,22,51
21,51,55,40,38,53,51,55,67,51
21,36,38,40,38,48,58,72,52,48
21,80,55,58,28,37,56,43,34,41
49,41,44,58,74,48,58,53,49,51
21,51,55,40,38,48,48,55,55,49
51,55,14,58,44,62,58,49,57,87
21,41,37,58,64,44,47,50,51,82
49,39,37,40,74,53,41,44,55,27
51,60,55,16,80,42,56,60,45,34
49,55,14,40,74,48,27,36,57,49
51,66,55,58,64,44,30,40,50,49
66,70,37,19,80,47,56,44,51,51
51,41,55,44,44,53,40,50,55,49
68,55,14,58,44,35,53,50,48,48
49,41,37,51,38,53,27,68,33,51
21,55,38,19,64,62,57,59,45,76
51,51,55,27,38,48,48,90,52,51
21,51,44,67,80,32,58,40,33,48
49,37,55,40,74,44,68,48,41,50
66,41,37,58,64,62,68,72,50,51
71,55,38,58,74,48,37,43,61,50
73,37,37,58,44,42,47,59,40,42
88,41,14,58,44,62,53,54,59,74
21,83,44,40,80,35,53,49,57,48
49,51,14,66,38,62,48,53,64,38
88,83,55,67,38,44,41,41,83,50
21,51,58,40,44,48,68,40,64,43
49,55,58,40,38,37,48,43,45,49
49,41,38,40,38,62,41,64,48,69
51,41,44,54,74,53,76,50,38,43
21,51,14,40,64,44,68,55,45,48
21,51,37,54,80,25,53,54,40,40
66,36,44,83,44,53,48,50,59,50
70,36,38,16,28,53,47,59,42,42
66,37,44,69,44,53,48,34,56,51
51,22,38,27,44,53,25,48,61,41
71,51,58,16,38,32,25,55,50,49
68,80,58,62,64,41,57,72,50,49
49,39,58,83,64,35,58,81,50,82
69,51,55,54,64,25,51,50,51,74
70,55,14,40,74,53,48,50,69,77
21,41,14,53,80,41,68,50,40,50
68,70,37,54,44,32,47,59,40,50
49,55,14,20,28,48,25,37,67,25
51,36,37,58,44,53,57,44,33,40
49,55,37,53,64,53,51,35,38,82
88,55,37,54,74,41,41,43,45,36
21,37,44,58,28,62,25,49,58,50
51,66,14,40,44,53,40,35,42,41
73,22,37,44,44,53,76,54,46,49
21,41,37,51,74,35,53,46,71,49
73,60,55,40,44,53,58,60,37,48
49,19,55,64,38,44,37,54,50,44
49,22,44,40,28,35,57,55,64,90
49,41,37,58,74,47,76,71,57,49
51,55,37,70,74,53,68,50,55,44
68,51,55,83,64,47,41,54,72,27
71,51,44,58,38,62,58,54,36,49
49,41,58,19,44,62,57,39,33,44
49,83,14,54,28,42,58,64,54,50
21,41,38,40,80,41,51,53,36,51
70,41,55,19,38,42,51,53,58,50
49,70,44,40,74,35,68,85,56,51
21,37,38,58,64,44,40,55,57,51
51,37,58,40,38,48,30,40,38,48
51,60,55,16,44,42,48,60,40,49
49,41,38,66,44,62,68,53,51,42
49,41,58,69,44,47,68,43,54,82
49,41,44,53,28,62,76,55,45,76
51,39,55,54,38,37,76,59,45,51
21,55,37,58,74,53,40,50,51,48
21,55,58,83,44,62,47,38,40,51
51,55,44,58,44,35,53,49,66,51
49,19,38,58,64,53,76,43,34,76
49,60,14,54,28,44,53,50,47,35
21,39,37,19,28,44,76,35,51,44
21,66,58,40,44,35,40,64,34,43
21,80,44,83,38,62,41,53,39,36
49,51,58,58,44,62,53,59,36,38
71,37,44,64,44,25,57,60,57,51
66,70,55,58,38,44,47,49,46,42
51,41,44,54,44,53,47,41,47,50
51,51,38,60,74,25,30,43,47,81
51,70,44,54,44,25,47,45,57,48
21,51,44,69,80,62,51,41,56,77
49,51,55,58,38,47,51,46,31,51
49,19,55,40,28,53,48,55,45,48
74,55,44,40,44,62,40,59,51,76
49,55,38,58,44,53,58,50,58,42
49,51,58,54,44,44,30,47,33,90
49,39,37,27,38,53,56,55,50,35
49,55,44,83,74,41,56,55,55,82
49,36,44,58,28,53,47,22,73,87
21,51,14,16,38,62,51,41,71,30
21,41,55,51,38,37,76,41,51,49
49,51,14,40,44,35,76,50,45,41
49,70,14,70,28,35,48,67,57,41
21,55,44,66,44,53,76,43,56,39
51,41,55,19,44,42,25,60,57,32
51,55,55,58,44,47,57,47,51,51
49,51,58,54,44,48,51,50,55,41
71,70,58,40,80,48,57,43,46,42
49,55,44,16,44,53,40,47,63,48
21,66,55,19,44,48,48,41,46,49
49,39,55,67,38,44,76,43,34,49
51,37,58,19,28,44,41,27,40,49
51,55,14,40,38,25,53,54,51,49
66,36,44,58,64,44,48,33,58,90
49,51,14,40,44,48,56,38,50,44
68,51,14,58,44,48,41,72,57,82
49,41,38,27,44,53,27,57,54,49
49,55,14,53,64,25,76,55,42,41
51,19,14,44,64,41,41,53,54,51
21,37,44,44,28,35,76,81,70,77
51,55,37,40,74,62,40,55,57,90
49,51,58,54,44,53,58,55,41,51
49,66,55,51,80,32,76,43,42,48
49,55,14,40,64,53,48,59,40,49
51,51,55,44,64,48,25,44,69,83
51,37,37,20,38,42,76,55,57,38
70,41,55,58,80,37,40,68,50,41
68,70,58,66,38,41,57,72,55,49
21,41,44,54,44,62,41,49,34,69
49,41,44,54,44,62,51,44,36,49
51,41,38,58,64,53,25,67,69,48
66,41,37,54,80,62,68,50,68,84
51,66,44,19,80,48,56,59,57,87
51,37,55,58,38,32,41,55,40,87
21,70,58,40,38,35,58,85,41,82
21,60,14,16,38,37,40,38,51,49
68,80,38,58,38,35,53,54,61,34
51,83,44,62,38,41,30,44,42,49
49,37,44,58,44,47,58,33,40,49
51,55,44,44,74,44,58,30,46,44
49,41,55,70,74,53,51,71,51,87
51,51,58,16,44,62,41,44,51,50
21,66,58,40,28,62,27,33,55,84
49,37,14,58,74,53,48,44,57,30
74,41,44,60,44,53,25,59,33,44
49,41,37,53,44,48,48,45,62,50
51,66,44,27,44,62,30,50,33,40
51,41,38,40,38,41,58,50,57,70
21,66,58,83,80,25,47,60,66,77
21,55,58,54,38,62,53,38,38,38
21,51,37,54,44,53,37,85,48,51
49,55,55,40,64,53,51,57,56,51
49,66,58,60,64,44,76,54,46,44
69,55,44,58,28,62,48,85,33,77
68,36,55,19,74,53,68,40,47,42
51,55,58,19,80,44,40,60,52,70
21,41,55,40,64,41,47,48,61,42
74,51,44,44,44,47,53,44,61,44
21,80,14,44,80,62,47,47,45,41
21,51,44,40,28,44,30,44,38,44
21,55,14,54,44,44,76,55,42,34
21,22,58,16,74,32,27,44,51,49
49,41,44,54,74,35,51,55,50,90
51,22,38,40,80,42,58,49,46,49
